ISIN,Symbol,YahooTicker
INE726E01014,UPHOT,509960.BO
INE574A01016,JAGAJITIND,507155.BO
INE0L0L01012,MODIS,MODIS.NS
INE296H01011,EMKAY,EMKAY.NS
INE164B01030,KELLTONTEC,KELLTONTEC.NS
INE400A01014,TUTIALKA,506808.BO
INE0R4L01018,DENTA,DENTA.NS
INE0MGA01012,KARNIKA,KARNIKA.NS
INE296E01026,RAJPALAYAM,532503.BO
INE505A01010,DMCC,DMCC.NS
INE772T01024,PVSL,PVSL.NS
INE0R8B01010,PATELRMART,PATELRMART.NS
INE03YM01018,CHEMCON,CHEMCON.NS
INE070K01014,APIS,506166.BO
INE28GN01010,ADVENTHTL,ADVENTHTL.NS
INE00YB01025,ABINFRA,ABINFRA.NS
INE692C01020,TANAA,522229.BO
INE0ISZ01012,ZTECH,ZTECH.NS
INE0UZO01024,NEETUYOSHI,NEETUYOSHI.BO
INE0H8H01019,CWD,543378.BO
INE515H01014,EMPIND,509525.BO
INE335Q01026,RNITAI,517286.BO
INE849C01026,SHALPAINTS,SHALPAINTS.NS
INE865C01022,BIRLAMONEY,BIRLAMONEY.NS
INE0O9T01021,BAJAJINDEF,BAJAJINDEF.NS
INE0TT901016,TOTEM,544186.BO
INE130L01014,ENKEIWHEL,533477.BO
INE2L0V01019,SUSAN,SUSAN.BO
INE064H01021,GEE,504028.BO
INE215I01027,MAANALU,MAANALU.NS
INE893I01013,VASCONEQ,VASCONEQ.NS
INE652V01016,GANESHCP,GANESHCP.NS
INE824Q01011,MANAKSTEEL,MANAKSTEEL.NS
INE0N6U01018,KALYANI,544023.BO
INE830C01026,EMAMIPAP,EMAMIPAP.NS
INE878I01022,BAFNAPH,BAFNAPH.NS
INE0LEG01024,HTEL,HTEL.NS
INE485D01043,MAXGROW,521167.BO
INE763M01028,MERCURYEV,531357.BO
INE722B01019,PRAVEG,531637.BO
INE694N01015,HERANBA,HERANBA.NS
INE290E01011,YOGI,511702.BO
INE980Y01015,SOUTHWEST,SOUTHWEST.NS
INE06WU01026,LAXMIINDIA,LAXMIINDIA.NS
INE335K01011,COFFEEDAY,COFFEEDAY.NS
INE474O01010,IFINSEC,535667.BO
INE785A01026,JAYAGROGN,JAYAGROGN.NS
INE655A01013,STCINDIA,STCINDIA.NS
INE360C01024,DPSCLTD,DPSCLTD.NS
INE538A01037,GFLLIMITED,GFLLIMITED.NS
INE546V01010,EIFFL,EIFFL.NS
INE252A01019,SPELS,517166.BO
INE0ATZ01017,KRONOX,KRONOX.NS
INE0N5801013,DENTALKART,DENTALKART.NS
INE0TGX01019,CHEMBONDCH,CHEMBONDCH.NS
INE052T01021,BESTAGRO,BESTAGRO.NS
INE692G01013,XCHANGING,XCHANGING.NS
INE06HJ01020,ECOSMOBLTY,ECOSMOBLTY.NS
INE138C01024,KANORICHEM,KANORICHEM.NS
INE501Y01019,SCPL,SCPL.NS
INE974B01016,CHEVIOT,CHEVIOT.NS
INE204E01012,AGARIND,AGARIND.NS
INE0O3901029,TREL,TREL.NS
INE518E01015,ZIMLAB,ZIMLAB.NS
INE247M01014,SPECIALITY,SPECIALITY.NS
INE295A01018,EVERESTIND,EVERESTIND.NS
INE0N7W01012,BLAL,BLAL.NS
INE645H01027,SUTLEJTEX,SUTLEJTEX.NS
INE672K01025,TRUEGREEN,533407.BO
INE0HF201011,FABTECH,FABTECH.NS
INE967C01018,KAMATHOTEL,KAMATHOTEL.NS
INE0NN701020,ATL,ATL.NS
INE038F01029,TVTODAY,TVTODAY.NS
INE869I01013,GTPL,GTPL.NS
INE0ONE01016,PROV,PROV.NS
INE230R01035,RAMASTEEL,RAMASTEEL.NS
INE350Z01018,GLOSTERLTD,GLOSTERLTD.NS
INE298I01015,ARIES,ARIES.NS
INE037A01022,UNIENTER,UNIENTER.NS
INE939X01013,MANBA,MANBA.NS
INE529I01021,KUANTUM,KUANTUM.NS
INE0D6I01023,KSOLVES,KSOLVES.NS
INE622H01018,INDOFARM,INDOFARM.NS
INE285C01015,VOITHPAPR,522122.BO
INE626A01014,SAURASHCEM,SAURASHCEM.NS
INE480D01010,NIYOGIN,538772.BO
INE220Z01013,SHINDL,519397.BO
INE429I01024,CCCL,CCCL.NS
INE1IJQ01026,BAIKAKAJI,BAIKAKAJI.BO
INE389C01015,MALLCOM,MALLCOM.NS
INE333I01044,NEUEON,NEUEON.NS
INE231G01010,ORBTEXP,ORBTEXP.NS
INE170E01023,SATIA,SATIA.NS
INE767C01012,AXTEL,523850.BO
INE229A01017,ONWARDTEC,ONWARDTEC.NS
INE729D01010,KILITCH,KILITCH.NS
INE19QK01022,TECHNOCRAT,TECHNOCRAT.BO
INE403Y01018,INNOVANA,INNOVANA.NS
INE311M01018,SHRADDHA,531771.BO
INE0Q1S01010,SUNITATOOL,544001.BO
INE051B01021,VAKRANGEE,VAKRANGEE.NS
INE050001010,PPL,PPL.NS
INE133D01023,ARTSON,522134.BO
INE626Z01029,HARDWYN,HARDWYN.NS
INE320L01011,DHUNINV,DHUNINV.NS
INE871K01015,HMVL,HMVL.NS
INE915K01010,AHLWEST,AHLWEST.NS
INE734N01019,SNOWMAN,SNOWMAN.NS
INE607D01018,ORIENTBELL,ORIENTBELL.NS
INE099F01013,SREEL,SREEL.NS
INE694E01014,KANPRPLA,KANPRPLA.NS
INE291W01037,GLOBAL,GLOBAL.NS
INE467D01017,VIRAT,530521.BO
INE266B01017,KINETICENG,500240.BO
INE719F01016,SHIVAUM,SHIVAUM.NS
INE0O8901016,EXHICON,543895.BO
INE501G01024,HTMEDIA,HTMEDIA.NS
INE0ADB01012,INNOVISION,INNOVISION.NS
INE562X01013,UNIVASTU,UNIVASTU.NS
INE116C01012,ZFSTEERING,505163.BO
INE818B01023,PASUPTAC,PASUPTAC.NS
INE437D01010,MAGNAELQ,517449.BO
INE835B01035,MOLDTECH,MOLDTECH.NS
INE25E901019,OMPOWER,OMPOWER.NS
INE308A01027,NAHARPOLY,NAHARPOLY.NS
INE071E01023,UGARSUGAR,UGARSUGAR.NS
INE919M01026,AXENTRA,511634.BO
INE0TJ801010,LTELEVATOR,LTELEVATOR.BO
INE0OU201013,DCMSIL,DCMSIL.NS
INE0Q0M01015,VEEFIN,543931.BO
INE175N01023,AERPACE,534733.BO
INE1RQS01010,MRTX,MRTX.BO
INE289A01011,NAHARINDUS,NAHARINDUS.NS
INE412U01025,BIGBLOC,BIGBLOC.NS
INE673E01018,SMTEL,538563.BO
INE931X01010,CTCL,540652.BO
INE102I01027,ADSL,ADSL.NS
INE879A01019,SHREERAMA,SHREERAMA.NS
INE318C01014,SAYAJIHOTL,523710.BO
INE728Z01015,SOFTTECH,SOFTTECH.NS
INE365I01020,NBIFIN,NBIFIN.NS
INE1U6D01014,TIPCO,TIPCO.BO
INE310C01029,HINDCOMPOS,HINDCOMPOS.NS
INE440G01017,TRITONV,505978.BO
INE120D01012,HITECHCORP,HITECHCORP.NS
INE798F01010,PANCHMAHQ,513511.BO
INE0ZOM01013,GOELCONS,GOELCONS.BO
INE0JWS01017,VALIANTLAB,VALIANTLAB.NS
INE0A1101019,DCI,DCI.NS
INE0TQE01026,GLOTTIS,GLOTTIS.NS
INE718F01018,CSLFINANCE,CSLFINANCE.NS
INE395F01023,STELLANT,526071.BO
INE761G01016,BLACKROSE,514183.BO
INE953E01022,KSE,519421.BO
INE222F01029,VTMLTD,532893.BO
INE0NT601018,GARGI,543709.BO
INE1KLZ01011,SYSTEMATIC,SYSTEMATIC.BO
INE491D01017,ARVAYA,524723.BO
INE416A01051,AQYLON,AQYLON.NS
INE636A01039,MAWANASUG,MAWANASUG.NS
INE303A01010,DICIND,DICIND.NS
INE371F01024,CHANDRIMA,540829.BO
INE498D01012,SATANIBRG,505703.BO
INE0MIS01010,PYRAMID,PYRAMID.NS
INE802B01027,LINC,LINC.NS
INE984B01023,INTEGRAEN,505358.BO
INE13YH01017,SKM,SKM.BO
INE555P01013,KIRANVYPAR,537750.BO
INE597Z01014,COMMITTED,COMMITTED.NS
INE401Z01019,FRATELLI,541741.BO
INE0PSK01027,SAAKSHI,SAAKSHI.NS
INE413G01022,TPLPLASTEH,TPLPLASTEH.NS
INE286H01012,VISACHROME,VISACHROME.NS
INE938C01019,LAKSHMIMIL,502958.BO
INE0QHG01026,SUPREMEPWR,SUPREMEPWR.NS
INE0R8C01018,GGBL,GGBL.NS
INE260R01016,DHABRIYA,538715.BO
INE564J01026,SHRJAGP,512453.BO
INE15XJ01010,APPL,APPL.BO
INE138A01028,PENINLAND,PENINLAND.NS
INE0WDX01010,CLN,CLN.BO
INE864K01010,IRIS,IRIS.NS
INE249D01019,RIDDHI,524480.BO
INE0S7E01015,GPECO,GPECO.NS
INE037Z01029,CEWATER,CEWATER.NS
INE885E01042,MAZDA,MAZDA.NS
INE783E01023,HIGHENE,504176.BO
INE110B01017,MINDTECK,MINDTECK.NS
INE966H01019,ZEEMEDIA,ZEEMEDIA.NS
INE03V001013,UNIVPHOTO,UNIVPHOTO.NS
INE0HSD01011,FABCLEAN,FABCLEAN.BO
INE745B01028,KHAICHEM,KHAICHEM.NS
INE569C01020,ORIENTCER,ORIENTCER.NS
INE834C01028,MODMA,517336.BO
INE587G01015,KAYA,KAYA.NS
INE14LM01012,PAJSON,PAJSON.BO
INE143A01010,OSWALGREEN,OSWALGREEN.NS
INE0XX801016,SUGSLLOYD,SUGSLLOYD.BO
INE697V01011,PANSARI,PANSARI.NS
INE348N01042,MANBRO,512595.BO
INE575C01027,INTLCONV,INTLCONV.NS
INE783X01023,CHEMFAB,CHEMFAB.NS
INE266F01018,APTECHT,APTECHT.NS
INE317D01014,MEGAMONT,523888.BO
INE577A01027,MUNJALSHOW,MUNJALSHOW.NS
INE439N01031,BPAGRI,514440.BO
INE788J01021,SHIVALIK,SHIVALIK.NS
INE809I01019,ONMOBILE,ONMOBILE.NS
INE607A01022,PRIMO,PRIMO.NS
INE229R01011,ARYACAPM,538716.BO
INE834D01018,VIPULORG,530627.BO
INE034D01049,PTL,PTL.NS
INE2B5L01011,MSAFE,MSAFE.BO
INE550C01020,URJA,URJA.NS
INE0TL001013,CRYOGENIC,CRYOGENIC.BO
INE923A01015,SILINV,SILINV.NS
INE0KNW01016,KNAGRI,KNAGRI.NS
INE0U6201010,SUBAM,SUBAM.BO
INE924D01017,THEINVEST,THEINVEST.NS
INE450E01029,SUKHJITS,SUKHJITS.NS
INE142A01012,OSWALAGRO,OSWALAGRO.NS
INE220Q01020,MUFTI,MUFTI.NS
INE0P0001010,APS,APS.NS
INE1OOT01028,DIGILOGIC,DIGILOGIC.BO
INE872E01016,DLTNCBL,504240.BO
INE155C01010,ALBERTDAVD,ALBERTDAVD.NS
INE566M01017,AZADIND,504731.BO
INE1E1V01017,HRS,HRS.BO
INE145Y01023,SHISHIND,540693.BO
INE265F01028,ENIL,ENIL.NS
INE882B01037,NWIL,531889.BO
INE083C01022,PLASTIBLEN,PLASTIBLEN.NS
INE0ZK601013,CSM,CSM.NS
INE14VP01014,JDCABLES,JDCABLES.BO
INE589N01017,FILTRON,531191.BO
INE0GYI01028,HSIL,543916.BO
INE942G01012,MCLEODRUSS,MCLEODRUSS.NS
INE0F3301020,SJLOGISTIC,SJLOGISTIC.NS
INE545L01039,MANCREDIT,MANCREDIT.NS
INE369I01014,IL&FSENGG,IL&FSENGG.NS
INE00S901012,NILASPACES,NILASPACES.NS
INE300A01016,GOODRICKE,500166.BO
INE807K01035,SCHAND,SCHAND.NS
INE965W01036,BMWVENTLTD,BMWVENTLTD.NS
INE668D01028,DONEAR,DONEAR.NS
INE0A0S01028,SIGMA,SIGMA.NS
INE0OJ401014,BIZOTIC,543926.BO
INE320I01017,BRAHMINFRA,535693.BO
INE551B01012,UDAYJEW,539518.BO
INE0NQ801033,RKSWAMY,RKSWAMY.NS
INE337M01021,INDOTHAI,INDOTHAI.NS
INE050401020,ELIN,ELIN.NS
INE0SMW01011,PPARIVAH,PPARIVAH.BO
INE638A01035,SINGERIND,505729.BO
INE836F01026,DISHTV,DISHTV.NS
INE555C01029,SHIVACEM,532323.BO
INE01EE01011,BBTCL,BBTCL.NS
INE573K01025,RUSHIL,RUSHIL.NS
INE0APB01032,MGEL,MGEL.NS
INE142E01022,BEMHY,522650.BO
INE278B01020,RAMANEWS,RAMANEWS.NS
INE037B01020,SHARDUL,512393.BO
INE09EO01013,AARTISURF,AARTISURF.NS
INE748C01038,3IINFOLTD,3IINFOLTD.NS
INE655I01032,BIRLACOT,533006.BO
INE755Q01025,VISHAL,538598.BO
INE359U01028,LANCER,539841.BO
INE826C01016,GUJAPOLLO,GUJAPOLLO.NS
INE05J901018,IGCL,IGCL.NS
INE00ST01011,BRGIL,BRGIL.BO
INE0GAO01018,PREVEST,543363.BO
INE461B01014,REPRO,REPRO.NS
INE100D01014,WSI,WSI.NS
INE208H01016,MEEIND,MEEIND.BO
INE961D01019,UNIDT,UNIDT.NS
INE08PH01015,ABCOTS,ABCOTS.NS
INE199C01026,ADVANIHOTR,ADVANIHOTR.NS
INE777G01012,SRAMSET,531359.BO
INE354A01013,JENBURPH,524731.BO
INE926R01012,UCIL,541358.BO
INE377D01026,KALIND,526935.BO
INE537F01012,MODINATUR,MODINATUR.NS
INE0AE001013,VPRPL,VPRPL.NS
INE12Z301012,SOTEFIN,SOTEFIN.BO
INE0PUC01020,SARTELE,SARTELE.NS
INE0PMR01017,AKIKO,AKIKO.NS
INE103001017,ANNU,ANNU.NS
INE757T01025,AEPL,542670.BO
INE788D01016,BCCFUBA,517246.BO
INE855R01021,RADIANTCMS,RADIANTCMS.NS
INE0MM001019,SHERA,SHERA.NS
INE0QQJ01021,PARMESHWAR,PARMESHWAR.BO
INE550F01049,HAZOOR,532467.BO
INE1I1301016,WORKMATES,WORKMATES.BO
INE184D01026,RAJSEC,526873.BO
INE019B01010,TRANSCHEM,500422.BO
INE228I01012,ASAHISONG,ASAHISONG.NS
INE320X01016,HALEOSLABS,HALEOSLABS.NS
INE0OCC01013,BASILIC,BASILIC.NS
INE0S6S01017,HOACFOODS,HOACFOODS.NS
INE049I01012,NAHARCAP,NAHARCAP.NS
INE445D01013,NILE,530129.BO
INE035S01028,POEL,539195.BO
INE809A01032,RAMAPHO,RAMAPHO.NS
INE432F01032,EBIX,531035.BO
INE044N01021,EMERALL,507265.BO
INE15EH01014,PRIORITY,PRIORITY.NS
INE379J01029,VERITAS,512229.BO
INE798K01010,KRITINUT,KRITINUT.NS
INE0V0L01028,MSECL,MSECL.BO
INE244A01016,DENORA,DENORA.NS
INE531R01010,MEGATHERM,MEGATHERM.NS
INE280H01015,SAHYADRI,SAHYADRI.NS
INE0Q1R01012,QLL,544091.BO
INE2KRP01017,DEVSON,DEVSON.BO
INE593W01028,FOCUS,FOCUS.NS
INE985A01022,SINCLAIR,SINCLAIR.NS
INE771A01026,MIRZAINT,MIRZAINT.NS
INE102A01024,HLVLTD,HLVLTD.NS
INE177C01022,BATLIBOI,522004.BO
INE250B01029,VINYLINDIA,VINYLINDIA.NS
INE020J01029,GOKUL,GOKUL.NS
INE547B01028,XTGLOBAL,XTGLOBAL.NS
INE784W01015,MANOMAY,MANOMAY.NS
INE219M01021,ATVOENT,532090.BO
INE976E01023,FOODSIN,FOODSIN.NS
INE658D01029,SIMPLEXCAS,513472.BO
INE846D01012,LORDSCHLO,LORDSCHLO.NS
INE353A01023,NDLVENTURE,NDLVENTURE.NS
INE277E01026,MSCTC,513544.BO
INE370D01013,MANORG,MANORG.NS
INE0LR101013,ANLON,ANLON.NS
INE0U9D01019,MAHALIFE,MAHALIFE.BO
INE341Z01025,BHATIA,540956.BO
INE510U01018,PESB,544141.BO
INE05ST01028,SBGLP,SBGLP.NS
INE324X01026,SARVESHWAR,SARVESHWAR.NS
INE015D01022,MANAKSIA,MANAKSIA.NS
INE296Q01012,MONEYBOXX,MONEYBOXX.NS
INE0O4601016,SEALMATIC,543782.BO
INE792I01017,CORDSCABLE,CORDSCABLE.NS
INE0PQ001012,VISHNUINFR,VISHNUINFR.NS
INE875G01048,NDL,NDL.NS
INE0PT101017,CHAVDA,CHAVDA.NS
INE05CY01014,TIERRA,543531.BO
INE296G01013,MUTHOOTCAP,MUTHOOTCAP.NS
INE214A01019,CYBERTECH,CYBERTECH.NS
INE641C01019,KAVDEFENCE,KAVDEFENCE.NS
INE554H01021,EMROCK,531676.BO
INE147C01017,POOJAENT,532011.BO
INE823A01017,KOTHARIPRO,KOTHARIPRO.NS
INE0S2V01010,VRAJ,VRAJ.NS
INE916Y01027,AFIL,AFIL.NS
INE385O01018,FROG,FROG.NS
INE629D01020,BANSWRAS,BANSWRAS.NS
INE902B01017,S&SPOWER,S&SPOWER.NS
INE666E01020,ACL,ACL.NS
INE585A01020,NAPEROL,500298.BO
INE04VX01019,SHEETAL,SHEETAL.NS
INE927C01020,DIGISPICE,DIGISPICE.NS
INE0VDK01019,PURPLEWAVE,PURPLEWAVE.BO
INE557B01019,LIBERTSHOE,LIBERTSHOE.NS
INE650G01029,MENNPIS,531727.BO
INE767M01029,ASGARD,512025.BO
INE874A01010,MKVENTURES,514238.BO
