ISIN,Symbol,Name,Sector,IndustryGroup,MarketCap,CurrentPrice,NSECode,BSECode
INE316A01038,ECORECO,Eco Recycling Ltd.,Waste Management,Utilities,887.07,459.7,,530643.0
INE287C01037,MICEL,MIC Electronics Ltd.,Electronic Components,Commercial Services & Supplies,885.48,36.74,MICEL,532850.0
INE865T01018,PDMJEPAPER,Pudumjee Paper Products Ltd.,Paper & Paper Products,Commercial Services & Supplies,885.12,93.22,PDMJEPAPER,539785.0
INE492A01029,SUDARCOLOR,Sudarshan Colorants India Ltd.,Dyes & Pigments,Chemicals & Petrochemicals,885.07,383.45,SUDARCOLOR,506390.0
INE029Q01017,BAHETI,Baheti Recycling Industries Ltd.,Aluminium and Aluminium Products,Metals & Mining,883.81,846.0,BAHETI,
INE0OSJ01014,VINSYS,Vinsys IT Services India Ltd.,IT Training Services,Software & Services,880.57,597.0,VINSYS,
INE310B01013,DANLAW,Danlaw Technologies India Ltd.,IT Consulting & Software,Software & Services,879.21,1805.1,,532329.0
INE0KNT01012,MVGJL,Manoj Vaibhav Gems N Jewellers Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,878.76,179.9,MVGJL,543995.0
INE258Y01016,LGHL,Laxmi Goldorna House Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,878.72,175.42,LGHL,
INE535P01015,RRPDEFENSE,RRP Defense Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,877.8,639.85,,530929.0
INE693D01018,VADILENT,Vadilal Enterprises Ltd.,Packaged Foods,FMCG,876.83,10163.75,,519152.0
INE366A01041,DWARKESH,Dwarikesh Sugar Industries Ltd.,Sugar,"Food, Beverages & Tobacco",876.66,47.31,DWARKESH,532610.0
INE0JM501013,NRL,Nupur Recyclers Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,876.62,126.92,NRL,
INE270B01035,MAFATIND,Mafatlal Industries Ltd.,Textiles,Textiles Apparels & Accessories,874.04,121.55,,500264.0
INE420B01036,ARIHANTCAP,Arihant Capital Markets Ltd.,Capital Markets,Banking and Finance,873.5,79.69,ARIHANTCAP,511605.0
INE750M01017,HEXATRADEX,Hexa Tradex Ltd.,Other Financial Services,Banking and Finance,870.93,157.65,HEXATRADEX,534328.0
INE409B01013,SWELECTES,Swelect Energy Systems Ltd.,Heavy Electrical Equipment,General Industrials,867.84,572.5,SWELECTES,532051.0
INE0AZY01017,VILAS,Vilas Transcore Ltd.,Heavy Electrical Equipment,General Industrials,865.86,353.7,VILAS,
INE748A01024,MBECL,McNally Bharat Engineering Company Ltd.,Construction & Engineering,Cement and Construction,862.97,258.89,MBECL,532629.0
INE107F01022,WANBURY,Wanbury Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,860.89,246.2,WANBURY,524212.0
INE0DNW01011,FAIRCHEMOR,Fairchem Organics Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,859.7,660.25,FAIRCHEMOR,543252.0
INE442P01014,SUYOG,Suyog Telematics Ltd.,Other Telecom Services,Telecom Services,856.75,731.2,SUYOG,537259.0
INE075B01020,SICALLOG,Sical Logistics Ltd.,Warehousing & Logistics,Transportation,856.33,107.33,SICALLOG,520086.0
INE770A01010,PRADPME,Pradeep Metals Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,854.86,495.0,,513532.0
INE01EG01016,RITCO,Ritco Logistics Ltd.,Warehousing & Logistics,Transportation,854.78,301.8,RITCO,542383.0
INE868X01014,YSL,The Yamuna Syndicate Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,851.84,27711.05,,540980.0
INE843S01025,SURAJEST,Suraj Estate Developers Ltd.,Realty,Realty,851.56,178.25,SURAJEST,544054.0
INE730A01022,ORICONENT,Oricon Enterprises Ltd.,Containers & Packaging,Commercial Services & Supplies,850.41,54.15,ORICONENT,513121.0
INE0CJF01024,WCIL,Western Carriers (India) Ltd.,Warehousing & Logistics,Transportation,850.1,83.38,WCIL,544258.0
INE0CG601016,MAXIND,Max India Ltd.,Holding Companies,Diversified,848.53,150.66,MAXIND,543223.0
INE0P8B01020,GAUDIUMIVF,Gaudium IVF And Women Health Ltd.,Misc. Commercial Services,Commercial Services & Supplies,847.46,116.43,GAUDIUMIVF,544709.0
INE0Z7N01017,TANKUP,Tankup Engineers Ltd.,Industrial Machinery,General Industrials,846.14,1598.0,TANKUP,
INE076C01018,IFBAGRO,IFB Agro Industries Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",846.13,903.3,IFBAGRO,507438.0
INE06XZ01023,GEMAROMA,Gem Aromatics Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,843.63,161.5,GEMAROMA,544491.0
INE457G01029,ORIRAIL,Oriental Rail Infrastructure Ltd.,Other Industrial Products,General Industrials,841.53,130.35,,531859.0
INE895W01019,PANACHE,Panache Digilife Ltd.,Computer Hardware,Hardware Technology & Equipment,840.74,525.0,PANACHE,
INE134B01017,KECL,Kirloskar Electric Company Ltd.,Other Electrical Equipment/Products,Consumer Durables,839.54,126.41,KECL,533193.0
INE709A01018,VLSFINANCE,VLS Finance Ltd.,Other Financial Services,Banking and Finance,838.15,246.44,VLSFINANCE,511333.0
INE091E01039,JAYTEX,Jaybharat Textiles & Real Estate Ltd.,Textiles,Textiles Apparels & Accessories,838.03,21.89,,512233.0
INE155G01029,NDTV,New Delhi Television Ltd.,Broadcasting & Cable TV,Media,837.95,74.27,NDTV,532529.0
INE283A01014,PRECOT,Precot Ltd.,Textiles,Textiles Apparels & Accessories,837.66,698.05,PRECOT,521184.0
INE453D01025,SARLAPOLY,Sarla Performance Fibers Ltd.,Textiles,Textiles Apparels & Accessories,836.7,100.2,SARLAPOLY,526885.0
INE232E01013,VELJAN,Veljan Denison Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,835.52,1856.7,,505232.0
INE13VU01016,BEEZAASAN,Beezaasan Explotech Ltd.,Other Industrial Products,General Industrials,834.33,550.65,,544369.0
INE0U9101019,EFFWA,Effwa Infra & Research Ltd.,Construction & Engineering,Cement and Construction,833.3,360.0,EFFWA,
INE140B01048,JTLDEFENCE,JTL Defence Ltd.,Iron & Steel/Interm.Products,Metals & Mining,831.58,790.0,,537254.0
INE0I3401014,DBOL,Dhampur Bio Organics Ltd.,Sugar,"Food, Beverages & Tobacco",829.78,124.99,DBOL,543593.0
INE0QRV01016,ABSMARINE,ABS Marine Services Ltd.,Marine Port & Services,Transportation,829.54,337.9,ABSMARINE,
INE0JUI01012,HEXAGON,Hexagon Nutrition Ltd.,Packaged Foods,FMCG,826.38,67.23,HEXAGON,544785.0
INE217A01012,ZUARIIND,Zuari Industries Ltd.,Sugar,"Food, Beverages & Tobacco",823.3,276.45,ZUARIIND,500780.0
INE356B01024,SYSTMTXC,Systematix Corporate Services Ltd.,Capital Markets,Banking and Finance,822.37,60.23,SYSTMTXC,526506.0
INE16SF01016,BORANA,Borana Weaves Ltd.,Textiles,Textiles Apparels & Accessories,819.61,307.6,BORANA,544404.0
INE0PK601023,OCCLLTD,OCCL Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,818.84,163.93,OCCLLTD,544278.0
INE283H01019,ROHLTD,Royal Orchid Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,818.78,298.55,ROHLTD,532699.0
INE026D01011,LOTUSCHO,Lotus Chocolate Company Ltd.,Packaged Foods,FMCG,816.37,635.75,,523475.0
INE389K01018,WELINV,Welspun Investments & Commercials Ltd.,Other Financial Services,Banking and Finance,815.21,2230.7,WELINV,533252.0
INE0MEG01014,VIVIANA,Viviana Power Tech Ltd.,Power - Electric Utilities,Utilities,814.74,804.7,VIVIANA,
INE550H01011,SUPREMEINF,Supreme Infrastructure India Ltd.,Construction & Engineering,Cement and Construction,813.37,83.42,SUPREMEINF,532904.0
INE239D01028,OMINFRAL,Om Infra Ltd.,Construction & Engineering,Cement and Construction,813.09,84.43,OMINFRAL,531092.0
INE489G01022,ANUHPHR,Anuh Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,812.82,81.1,ANUHPHR,506260.0
INE090501011,SCODATUBES,Scoda Tubes Ltd.,Iron & Steel Products,Metals & Mining,808.89,135.02,SCODATUBES,544411.0
INE760A01029,KOKUYOCMLN,Kokuyo Camlin Ltd.,Commodity Printing/Stationery,Commercial Services & Supplies,808.55,80.61,KOKUYOCMLN,523207.0
INE606N01019,EXCELSOFT,Excelsoft Technologies Ltd.,IT Consulting & Software,Software & Services,808.24,70.23,EXCELSOFT,544617.0
INE060901027,LIKHITHA,Likhitha Infrastructure Ltd.,Construction & Engineering,Cement and Construction,807.94,204.8,LIKHITHA,543240.0
INE392A01021,VISAKAIND,Visaka Industries Ltd.,Cement & Cement Products,Cement and Construction,806.76,93.37,VISAKAIND,509055.0
INE888C01040,SADHNANIQ,Sadhana Nitro Chem Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,806.4,2.72,SADHNANIQ,506642.0
INE334A01023,STERTOOLS,Sterling Tools Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,804.34,221.31,STERTOOLS,530759.0
INE732C01016,NCLIND,NCL Industries Ltd.,Cement & Cement Products,Cement and Construction,804.28,177.81,NCLIND,502168.0
INE0PEQ01016,RBZJEWEL,RBZ Jewellers Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,802.76,200.69,RBZJEWEL,544060.0
INE213D01015,BEEKAY,Beekay Steel Industries Ltd.,Iron & Steel/Interm.Products,Metals & Mining,802.08,420.55,,539018.0
INE312B01027,SJCORP,SJ Corporation Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,799.68,184.45,,504398.0
INE235C01036,SUMEETINDS,Sumeet Industries Ltd.,Textiles,Textiles Apparels & Accessories,798.96,11.5,SUMEETINDS,514211.0
INE583C01021,DECCANCE,Deccan Cements Ltd.,Cement & Cement Products,Cement and Construction,798.08,569.75,DECCANCE,502137.0
INE00U801010,PARIN,Parin Enterprises Ltd.,Furniture-Furnishing,Diversified Consumer Services,796.38,716.3,PARIN,
INE583B01015,SANDESH,Sandesh Ltd.,Publishing,Commercial Services & Supplies,795.77,1051.3,SANDESH,526725.0
INE397H01017,LOKESHMACH,Lokesh Machines Ltd.,Industrial Machinery,General Industrials,794.71,364.6,LOKESHMACH,532740.0
INE0BX301013,PROSTARM,Prostarm Info Systems Ltd.,Other Electrical Equipment/Products,Consumer Durables,793.22,134.73,PROSTARM,544410.0
INE896J01014,TANDHANIN,Tandhan Industries Ltd.,Misc. Commercial Services,Commercial Services & Supplies,788.4,158.4,,512062.0
INE0PKD01011,MEIL,Mangal Electrical Industries Ltd.,Heavy Electrical Equipment,General Industrials,787.73,285.1,MEIL,544492.0
INE506D01020,HALDYNGL,Haldyn Glass Ltd.,Containers & Packaging,Commercial Services & Supplies,786.92,146.4,,515147.0
INE443P01038,PERVASIVE,Pervasive Commodities Ltd.,Electronic Components,Commercial Services & Supplies,785.63,8.72,,517172.0
INE144J01027,20MICRONS,20 Microns Ltd.,Coal & Mining,Metals & Mining,785.09,222.49,20MICRONS,533022.0
INE236G01019,TVSELECT,TVS Electronics Ltd.,Electronic Components,Commercial Services & Supplies,784.9,420.85,TVSELECT,532513.0
INE687A01016,TRANSPEK,Transpek Industry Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,783.94,1403.5,,506687.0
INE1ABX01018,UNIFIED,Unified Data- Tech Solutions Ltd.,IT Consulting & Software,Software & Services,783.71,390.1,,544406.0
INE880Y01017,SOLEX,Solex Energy Ltd.,Other Electrical Equipment/Products,Consumer Durables,783.51,725.3,SOLEX,544862.0
INE863T01013,JITFINFRA,JITF Infralogistics Ltd.,Utilities:Non-Electrical,Utilities,782.68,304.5,JITFINFRA,540311.0
INE345H01024,CIFL,Capital India Finance Ltd.,Finance (including NBFCs),Banking and Finance,781.33,19.98,CIFL,530879.0
INE0OMO01025,CELLECOR,Cellecor Gadgets Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,779.0,32.85,CELLECOR,
INE347W01011,MAGADSUGAR,Magadh Sugar & Energy Ltd.,Sugar,"Food, Beverages & Tobacco",777.93,552.05,MAGADSUGAR,540650.0
INE668G01021,ELDEHSG,Eldeco Housing & Industries Ltd.,Realty,Realty,775.92,789.1,ELDEHSG,523329.0
INE01A001028,STANLEY,Stanley Lifestyles Ltd.,Furniture-Furnishing,Diversified Consumer Services,773.94,135.48,STANLEY,544202.0
INE0RBQ01018,SAHASRA,Sahasra Electronic Solutions Ltd.,Electronic Components,Commercial Services & Supplies,769.4,307.85,SAHASRA,
INE720A01015,KOTHARIPET,Kothari Petrochemicals Ltd.,Petrochemicals,Chemicals & Petrochemicals,768.3,130.56,KOTHARIPET,532096.0
INE0OMI01019,BRIGHT,Bright Outdoor Media Ltd.,Advertising & Media,Media,766.54,351.25,,543831.0
INE916G01016,GEECEE,GeeCee Ventures Ltd.,Realty,Realty,765.79,366.2,GEECEE,532764.0
INE306L01010,QUICKHEAL,Quick Heal Technologies Ltd.,IT Software Products,Software & Services,764.79,140.94,QUICKHEAL,539678.0
INE418E01018,PERMAGN,Permanent Magnets Ltd.,Other Industrial Goods,General Industrials,761.14,885.2,,504132.0
INE195N01013,PROZONER,Prozone Realty Ltd.,Realty,Realty,759.35,49.76,PROZONER,534675.0
INE032E01017,ARYAMAN,Aryaman Financial Services Ltd.,Finance (including NBFCs),Banking and Finance,759.31,620.0,,530245.0
INE0SA001017,RNFI,RNFI Services Ltd.,Other Financial Services,Banking and Finance,758.55,299.15,RNFI,
INE289B01019,GICHSGFIN,GIC Housing Finance Ltd.,Housing Finance,Banking and Finance,756.34,140.45,GICHSGFIN,511676.0
INE1B0W01010,ADVANCE,Advance Agrolife Ltd.,Agrochemicals,Chemicals & Petrochemicals,754.91,117.43,ADVANCE,544562.0
INE684B01029,ISTLTD,IST Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,753.5,646.0,,508807.0
INE084K01015,AMANTA,Amanta Healthcare Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,753.41,194.03,AMANTA,544502.0
INE704G01024,BAJAJST,Bajaj Steel Industries Ltd.,Industrial Machinery,General Industrials,753.17,362.1,,507944.0
INE1E4401010,EXATO,Exato Technologies Ltd.,IT Consulting & Software,Software & Services,752.19,747.3,,544626.0
INE900C01027,ASAL,Automotive Stampings and Assemblies Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,751.58,473.75,ASAL,520119.0
INE955I01044,SEJALLTD,Sejal Glass Ltd.,Construction Materials,Cement and Construction,749.55,657.5,SEJALLTD,532993.0
INE726E01014,UPHOT,U P Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,749.52,1388.0,,509960.0
INE0U2N01013,SUNLITE,Sunlite Recycling Industries Ltd.,Copper,Metals & Mining,748.96,542.5,SUNLITE,
INE574A01016,JAGAJITIND,Jagatjit Industries Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",748.75,160.05,,507155.0
INE0L0L01012,MODIS,Modis Navnirman Ltd.,Realty,Realty,746.13,380.85,MODIS,543539.0
INE296H01011,EMKAY,Emkay Global Financial Services Ltd.,Capital Markets,Banking and Finance,739.63,267.25,EMKAY,532737.0
INE164B01030,KELLTONTEC,Kellton Tech Solutions Ltd.,IT Consulting & Software,Software & Services,737.06,13.87,KELLTONTEC,519602.0
INE1OOJ01011,APSISAERO,Apsis Aerocom Ltd.,Industrial Machinery,General Industrials,736.73,611.3,APSISAERO,
INE400A01014,TUTIALKA,Tuticorin Alkali Chemicals & Fertilizers Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,735.89,60.4,,506808.0
INE0R4L01018,DENTA,Denta Water and Infra Solutions Ltd.,Utilities:Non-Electrical,Utilities,735.18,275.35,DENTA,544345.0
INE0MGA01012,KARNIKA,Karnika Industries Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,733.43,118.3,KARNIKA,
INE296E01026,RAJPALAYAM,Rajapalayam Mills Ltd.,Textiles,Textiles Apparels & Accessories,732.96,794.95,,532503.0
INE505A01010,DMCC,DMCC Speciality Chemicals Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,731.61,293.35,DMCC,506405.0
INE772T01024,PVSL,Popular Vehicles and Services Ltd.,Specialty Retail,Retailing,730.71,102.63,PVSL,544144.0
INE0R8B01010,PATELRMART,Patel Retail Ltd.,Department Stores,Retailing,729.2,218.32,PATELRMART,544487.0
INE03YM01018,CHEMCON,Chemcon Speciality Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,726.68,198.38,CHEMCON,543233.0
INE070K01014,APIS,Apis India Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",726.23,52.72,,506166.0
INE28GN01010,ADVENTHTL,Advent Hotels International Ltd.,Hotels,Hotels Restaurants & Tourism,725.91,134.57,ADVENTHTL,544446.0
INE00YB01025,ABINFRA,AB Infrabuild Ltd.,Construction & Engineering,Cement and Construction,725.03,11.35,ABINFRA,544281.0
INE692C01020,TANAA,Taneja Aerospace & Aviation Ltd.,Aerospace & Defence,General Industrials,724.72,284.2,,522229.0
INE0ISZ01012,ZTECH,Z-Tech (India) Ltd.,Construction & Engineering,Cement and Construction,723.49,476.3,ZTECH,
INE0UZO01024,NEETUYOSHI,Neetu Yoshi Ltd.,Castings & Forgings,General Industrials,723.27,186.35,,544434.0
INE0H8H01019,CWD,CWD Ltd.,Consumer Electronics,Consumer Durables,720.15,315.65,,543378.0
INE1H7V01011,PARTH,Parth Electricals & Engineering Ltd.,Heavy Electrical Equipment,General Industrials,718.53,525.7,PARTH,
INE515H01014,EMPIND,Empire Industries Ltd.,Diversified,Diversified,717.36,1195.6,,509525.0
INE335Q01026,RNITAI,Rnit AI Solutions Ltd.,IT Consulting & Software,Software & Services,716.77,99.84,,517286.0
INE849C01026,SHALPAINTS,Shalimar Paints Ltd.,Paints,Consumer Durables,715.48,85.47,SHALPAINTS,509874.0
INE865C01022,BIRLAMONEY,Aditya Birla Money Ltd.,Capital Markets,Banking and Finance,714.11,126.37,BIRLAMONEY,532974.0
INE0O9T01021,BAJAJINDEF,Indef Manufacturing Ltd.,Industrial Machinery,General Industrials,712.61,222.69,BAJAJINDEF,544364.0
INE0TT901016,TOTEM,Forbes Precision Tools and Machine Parts Ltd.,Industrial Machinery,General Industrials,710.2,137.65,,544186.0
INE130L01014,ENKEIWHEL,Enkei Wheels (India) Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,709.92,394.95,,533477.0
INE2L0V01019,SUSAN,Susan Electricals India Ltd.,Wires & Cables,Consumer Durables,709.75,349.1,,544793.0
INE064H01021,GEE,GEE Ltd.,Other Industrial Goods,General Industrials,709.48,136.5,,504028.0
INE215I01027,MAANALU,Maan Aluminium Ltd.,Aluminium and Aluminium Products,Metals & Mining,707.22,117.9,MAANALU,532906.0
INE893I01013,VASCONEQ,Vascon Engineers Ltd.,Construction & Engineering,Cement and Construction,705.98,30.47,VASCONEQ,533156.0
INE652V01016,GANESHCP,Ganesh Consumer Products Ltd.,Packaged Foods,FMCG,705.04,174.46,GANESHCP,544528.0
INE824Q01011,MANAKSTEEL,Manaksia Steels Ltd.,Iron & Steel/Interm.Products,Metals & Mining,703.18,107.3,MANAKSTEEL,539044.0
INE0N6U01018,KALYANI,Kalyani Cast-Tech Ltd.,Other Industrial Products,General Industrials,701.43,976.85,,544023.0
INE830C01026,EMAMIPAP,Emami Paper Mills Ltd.,Paper & Paper Products,Commercial Services & Supplies,701.3,115.92,EMAMIPAP,533208.0
INE878I01022,BAFNAPH,Bafna Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,699.87,295.85,BAFNAPH,532989.0
INE0LEG01024,HTEL,Hy-Tech Engineers Ltd.,Other Industrial Products,General Industrials,698.59,73.65,HTEL,544891.0
INE485D01043,MAXGROW,Maxgrow India Ltd.,BPO/KPO,Software & Services,697.24,174.55,,521167.0
INE763M01028,MERCURYEV,Mercury Ev-Tech Ltd.,Cars & Utility Vehicles,Automobiles & Auto Components,697.01,36.69,,531357.0
INE722B01019,PRAVEG,Praveg Ltd.,Advertising & Media,Media,696.13,266.3,,531637.0
INE694N01015,HERANBA,Heranba Industries Ltd.,Agrochemicals,Chemicals & Petrochemicals,695.55,173.83,HERANBA,543266.0
INE290E01011,YOGI,Yogi Ltd.,Other Financial Services,Banking and Finance,695.52,161.15,,511702.0
INE980Y01015,SOUTHWEST,South West Pinnacle Exploration Ltd.,Coal & Mining,Metals & Mining,695.21,212.92,SOUTHWEST,543986.0
INE06WU01026,LAXMIINDIA,Laxmi India Finance Ltd.,Finance (including NBFCs),Banking and Finance,694.73,132.6,LAXMIINDIA,544465.0
INE335K01011,COFFEEDAY,Coffee Day Enterprises Ltd.,Restaurants,Hotels Restaurants & Tourism,694.17,32.86,COFFEEDAY,539436.0
INE474O01010,IFINSEC,India Finsec Ltd.,Finance (including NBFCs),Banking and Finance,691.84,237.0,,535667.0
INE785A01026,JAYAGROGN,Jayant Agro Organics Ltd.,Edible Oils,FMCG,691.8,230.6,JAYAGROGN,524330.0
INE655A01013,STCINDIA,State Trading Corporation Of India Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,691.68,115.28,STCINDIA,512531.0
INE360C01024,DPSCLTD,India Power Corporation Ltd.,Power - Electric Utilities,Utilities,690.42,7.09,DPSCLTD,
INE538A01037,GFLLIMITED,GFL Ltd.,Holding Companies,Diversified,689.97,62.81,GFLLIMITED,500173.0
INE546V01010,EIFFL,Euro India Fresh Foods Ltd.,Packaged Foods,FMCG,689.84,273.05,EIFFL,
INE252A01019,SPELS,SPEL Semiconductor Ltd.,Electronic Components,Commercial Services & Supplies,688.3,149.25,,517166.0
INE0RMF01018,OSELDEVICE,Osel Devices Ltd.,Other Electrical Equipment/Products,Consumer Durables,685.36,385.15,OSELDEVICE,
INE0ATZ01017,KRONOX,Kronox Lab Sciences Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,685.27,184.69,KRONOX,544187.0
INE0N5801013,DENTALKART,Vasa Denticity Ltd.,Healthcare Supplies,Healthcare,684.81,412.0,DENTALKART,
INE0TGX01019,CHEMBONDCH,Chembond Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,684.38,254.45,CHEMBONDCH,544450.0
INE052T01021,BESTAGRO,Best Agrolife Ltd.,Agrochemicals,Chemicals & Petrochemicals,684.16,19.29,BESTAGRO,539660.0
INE692G01013,XCHANGING,Xchanging Solutions Ltd.,IT Consulting & Software,Software & Services,684.02,61.4,XCHANGING,532616.0
INE06HJ01020,ECOSMOBLTY,Ecos (India) Mobility & Hospitality Ltd.,Transport Related Services,Transportation,681.24,113.54,ECOSMOBLTY,544239.0
INE138C01024,KANORICHEM,Kanoria Chemicals & Industries Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,679.69,155.56,KANORICHEM,506525.0
INE501Y01019,SCPL,Sheetal Cool Products Ltd.,Packaged Foods,FMCG,678.77,646.45,SCPL,540757.0
INE974B01016,CHEVIOT,Cheviot Company Ltd.,Jute & Jute Products,Forest Materials,677.31,1159.4,CHEVIOT,526817.0
INE0MYZ01012,INFLUX,Influx Healthtech Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,674.49,291.35,INFLUX,
INE204E01012,AGARIND,Agarwal Industrial Corporation Ltd.,Petrochemicals,Chemicals & Petrochemicals,674.3,450.8,AGARIND,531921.0
INE0O3901029,TREL,Transindia Real Estate Ltd.,Realty,Realty,674.19,27.44,TREL,543955.0
INE518E01015,ZIMLAB,Zim Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,673.41,125.5,ZIMLAB,541400.0
INE247M01014,SPECIALITY,Speciality Restaurants Ltd.,Restaurants,Hotels Restaurants & Tourism,673.32,139.59,SPECIALITY,534425.0
INE295A01018,EVERESTIND,Everest Industries Ltd.,Cement & Cement Products,Cement and Construction,672.13,423.9,EVERESTIND,508906.0
INE0N7W01012,BLAL,BEML Land Assets Ltd.,Realty,Realty,669.98,160.88,BLAL,543898.0
INE645H01027,SUTLEJTEX,Sutlej Textiles & Industries Ltd.,Textiles,Textiles Apparels & Accessories,669.9,40.89,SUTLEJTEX,532782.0
INE672K01025,TRUEGREEN,True Green Bio Energy Ltd.,Textiles,Textiles Apparels & Accessories,668.29,223.35,,533407.0
INE0HF201011,FABTECH,Fabtech Technologies Ltd.,Misc. Commercial Services,Commercial Services & Supplies,667.65,150.2,FABTECH,544558.0
INE967C01018,KAMATHOTEL,Kamat Hotels (India) Ltd.,Hotels,Hotels Restaurants & Tourism,664.81,225.51,KAMATHOTEL,526668.0
INE0NN701020,ATL,Allcargo Terminals Ltd.,Warehousing & Logistics,Transportation,663.15,25.31,ATL,543954.0
INE038F01029,TVTODAY,TV Today Network Ltd.,Broadcasting & Cable TV,Media,662.02,110.95,TVTODAY,532515.0
INE869I01013,GTPL,GTPL Hathway Ltd.,Broadcasting & Cable TV,Media,659.82,58.67,GTPL,540602.0
INE0ONE01016,PROV,Proventus Agrocom Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,658.32,1910.0,PROV,
INE230R01035,RAMASTEEL,Rama Steel Tubes Ltd.,Iron & Steel Products,Metals & Mining,657.69,4.02,RAMASTEEL,539309.0
INE350Z01018,GLOSTERLTD,Gloster Ltd.,Jute & Jute Products,Forest Materials,652.77,596.5,GLOSTERLTD,542351.0
INE298I01015,ARIES,Aries Agro Ltd.,Agrochemicals,Chemicals & Petrochemicals,650.35,500.1,ARIES,532935.0
INE037A01022,UNIENTER,Uniphos Enterprises Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,648.1,93.19,UNIENTER,500429.0
INE939X01013,MANBA,Manba Finance Ltd.,Finance (including NBFCs),Banking and Finance,647.84,128.95,MANBA,544262.0
INE529I01021,KUANTUM,Kuantum Papers Ltd.,Paper & Paper Products,Commercial Services & Supplies,647.32,74.18,KUANTUM,532937.0
INE0D6I01023,KSOLVES,Ksolves India Ltd.,IT Consulting & Software,Software & Services,645.08,272.05,KSOLVES,543599.0
INE622H01018,INDOFARM,Indo Farm Equipment Ltd.,Commercial Vehicles,Automobiles & Auto Components,644.04,134.03,INDOFARM,544328.0
INE285C01015,VOITHPAPR,Voith Paper Fabrics India Ltd.,Textiles,Textiles Apparels & Accessories,643.52,1465.0,,522122.0
INE626A01014,SAURASHCEM,Saurashtra Cements Ltd.,Cement & Cement Products,Cement and Construction,641.13,57.61,SAURASHCEM,502175.0
INE480D01010,NIYOGIN,Niyogin Fintech Ltd.,Finance (including NBFCs),Banking and Finance,638.44,57.52,,538772.0
INE220Z01013,SHINDL,Sharat Industries Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",637.82,162.65,,519397.0
INE429I01024,CCCL,Consolidated Construction Consortium Ltd.,Construction & Engineering,Cement and Construction,637.53,14.27,CCCL,532902.0
INE1IJQ01026,BAIKAKAJI,Bai-Kakaji Polymers Ltd.,Plastic Products,General Industrials,636.46,297.35,,544670.0
INE389C01015,MALLCOM,Mallcom (India) Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,635.33,1018.15,MALLCOM,539400.0
INE333I01044,NEUEON,Neueon Corporation Ltd.,Heavy Electrical Equipment,General Industrials,634.43,11.22,NEUEON,532887.0
INE231G01010,ORBTEXP,Orbit Exports Ltd.,Textiles,Textiles Apparels & Accessories,633.67,239.02,ORBTEXP,512626.0
INE170E01023,SATIA,Satia Industries Ltd.,Paper & Paper Products,Commercial Services & Supplies,633.6,63.36,SATIA,539201.0
INE767C01012,AXTEL,Axtel Industries Ltd.,Industrial Machinery,General Industrials,633.27,392.0,,523850.0
INE229A01017,ONWARDTEC,Onward Technologies Ltd.,IT Consulting & Software,Software & Services,632.66,284.35,ONWARDTEC,517536.0
